file_path,genre,shape_name,num_vertices,num_faces,face_types,bounding_box
./ShapeDatabase_INFOMR-master/Apartment/D00348.obj,Apartment,D00348,2006,3008,triangles,[1.667168 0.975901 1.018217]
./ShapeDatabase_INFOMR-master/Apartment/D00366.obj,Apartment,D00366,1294,2540,triangles,[1.641111 1.447755 1.193319]
./ShapeDatabase_INFOMR-master/Apartment/D00478.obj,Apartment,D00478,15670,25206,triangles,[1.691115 1.165133 0.929405]
./ShapeDatabase_INFOMR-master/Apartment/D00496.obj,Apartment,D00496,1598,2579,triangles,[1.796949 1.582875 0.600796]
./ShapeDatabase_INFOMR-master/Apartment/D00626.obj,Apartment,D00626,30598,64688,triangles,[1.792921 0.928909 0.894439]
./ShapeDatabase_INFOMR-master/Apartment/D00639.obj,Apartment,D00639,4282,7980,triangles,[1.683898 1.044318 1.136995]
./ShapeDatabase_INFOMR-master/Apartment/D00651.obj,Apartment,D00651,11752,19380,triangles,[1.865417 1.855182 1.218452]
./ShapeDatabase_INFOMR-master/Apartment/D00681.obj,Apartment,D00681,12682,15557,triangles,[1.776201 1.37796  1.127836]
./ShapeDatabase_INFOMR-master/Apartment/D00780.obj,Apartment,D00780,8240,13684,triangles,[1.76693  1.067875 0.523033]
./ShapeDatabase_INFOMR-master/Apartment/D00792.obj,Apartment,D00792,795,1158,triangles,[1.898703 1.928785 1.528542]
./ShapeDatabase_INFOMR-master/Apartment/D00859.obj,Apartment,D00859,1327,2163,triangles,[1.897966 1.303498 0.543126]
./ShapeDatabase_INFOMR-master/Apartment/D00860.obj,Apartment,D00860,15670,25206,triangles,[1.69196  1.159947 0.925928]
./ShapeDatabase_INFOMR-master/Apartment/D00869.obj,Apartment,D00869,4847,9069,triangles,[1.672896 1.166727 0.932431]
./ShapeDatabase_INFOMR-master/Apartment/D00921.obj,Apartment,D00921,6689,7983,triangles,[1.673306 1.033171 1.113445]
./ShapeDatabase_INFOMR-master/Apartment/D00953.obj,Apartment,D00953,4156,7140,triangles,[1.614522 1.722878 0.963597]
./ShapeDatabase_INFOMR-master/Apartment/m463.obj,Apartment,m463,2022,3672,triangles,[0.760029 0.95     0.549765]
./ShapeDatabase_INFOMR-master/Apartment/m464.obj,Apartment,m464,8301,12810,triangles,[0.322449 0.95     0.271305]
./ShapeDatabase_INFOMR-master/Apartment/m465.obj,Apartment,m465,2335,4363,triangles,[0.19202  0.95     0.226523]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m53.obj,AquaticAnimal,m53,18409,34877,triangles,[0.138371 0.323761 0.95    ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m54.obj,AquaticAnimal,m54,18143,33836,triangles,[0.229899 0.346143 0.95    ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m55.obj,AquaticAnimal,m55,19505,37072,triangles,[0.15651  0.355146 0.95    ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m56.obj,AquaticAnimal,m56,5814,10893,triangles,[0.143956 0.342452 0.95    ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m57.obj,AquaticAnimal,m57,18878,36278,triangles,[0.118963 0.364443 0.95    ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m58.obj,AquaticAnimal,m58,477,950,triangles,[0.512049 0.475211 0.95    ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m59.obj,AquaticAnimal,m59,44,1680,triangles,[0.2  0.2  0.95]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m60.obj,AquaticAnimal,m60,1606,3208,triangles,[0.323674 0.382675 0.95    ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m61.obj,AquaticAnimal,m61,216,337,triangles,[0.16243  0.418396 0.95    ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m62.obj,AquaticAnimal,m62,241,478,triangles,[0.106276 0.724178 0.95    ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m63.obj,AquaticAnimal,m63,1112,1792,triangles,[0.95     0.699541 0.752238]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m64.obj,AquaticAnimal,m64,247,444,triangles,[0.95     0.520087 0.1539  ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m65.obj,AquaticAnimal,m65,1004,1930,triangles,[0.374816 0.579595 0.95    ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m66.obj,AquaticAnimal,m66,4117,8196,triangles,[0.420705 0.522553 0.95    ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m67.obj,AquaticAnimal,m67,14000,27996,triangles,[0.95     0.2247   0.363988]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m68.obj,AquaticAnimal,m68,553,1098,triangles,[0.95     0.253519 0.16243 ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m69.obj,AquaticAnimal,m69,317,560,triangles,[0.332325 0.239776 0.95    ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m70.obj,AquaticAnimal,m70,320,560,triangles,[0.429415 0.241076 0.95    ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m71.obj,AquaticAnimal,m71,420,836,triangles,[0.30099  0.346535 0.95    ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m72.obj,AquaticAnimal,m72,331,590,triangles,[0.431203 0.237828 0.95    ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m73.obj,AquaticAnimal,m73,285,564,triangles,[0.95     0.585865 0.351181]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m74.obj,AquaticAnimal,m74,162,336,triangles,[0.329455 0.296596 0.95    ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m75.obj,AquaticAnimal,m75,298,512,triangles,[0.513384 0.274311 0.95    ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m76.obj,AquaticAnimal,m76,1583,3164,triangles,[0.37093 0.32814 0.95   ]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m77.obj,AquaticAnimal,m77,11578,23022,triangles,[0.95     0.382994 0.586203]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m78.obj,AquaticAnimal,m78,468,734,triangles,[0.95     0.49165  0.403181]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m79.obj,AquaticAnimal,m79,166,226,triangles,[0.95     0.231171 0.275958]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m80.obj,AquaticAnimal,m80,1104,2104,triangles,[0.95     0.283883 0.391001]
./ShapeDatabase_INFOMR-master/AquaticAnimal/m81.obj,AquaticAnimal,m81,857,1673,triangles,[0.3895 0.266  0.95  ]
./ShapeDatabase_INFOMR-master/Bed/D00031.obj,Bed,D00031,1867,3590,triangles,[1.600092 1.434997 0.579696]
./ShapeDatabase_INFOMR-master/Bed/D00110.obj,Bed,D00110,1926,3644,triangles,[1.64113  1.243046 0.559719]
./ShapeDatabase_INFOMR-master/Bed/D00121.obj,Bed,D00121,12384,24612,triangles,[1.698073 1.458173 0.94523 ]
./ShapeDatabase_INFOMR-master/Bed/D00184.obj,Bed,D00184,7218,14204,triangles,[1.687686 1.555931 0.808304]
./ShapeDatabase_INFOMR-master/Bed/D00210.obj,Bed,D00210,17296,34247,triangles,[1.484827 1.399419 0.958927]
./ShapeDatabase_INFOMR-master/Bed/D00213.obj,Bed,D00213,2277,4536,triangles,[1.70258  0.869759 0.651224]
./ShapeDatabase_INFOMR-master/Bed/D00217.obj,Bed,D00217,3238,6272,triangles,[1.724193 0.956709 0.726349]
./ShapeDatabase_INFOMR-master/Bed/D00307.obj,Bed,D00307,2644,5259,triangles,[1.811915 1.706044 0.606442]
./ShapeDatabase_INFOMR-master/Bed/D00322.obj,Bed,D00322,7442,14796,triangles,[1.807141 1.014781 1.041557]
./ShapeDatabase_INFOMR-master/Bed/D00417.obj,Bed,D00417,12236,24736,triangles,[1.595934 1.17749  0.67706 ]
./ShapeDatabase_INFOMR-master/Bed/D00538.obj,Bed,D00538,7136,13868,triangles,[1.676846 1.182285 0.737522]
./ShapeDatabase_INFOMR-master/Bed/D00545.obj,Bed,D00545,415,838,triangles,[1.709518 1.227082 0.744584]
./ShapeDatabase_INFOMR-master/Bed/D00552.obj,Bed,D00552,6349,12251,triangles,[1.546605 1.435555 0.697371]
./ShapeDatabase_INFOMR-master/Bed/D00565.obj,Bed,D00565,826,1628,triangles,[1.688862 1.324207 0.55545 ]
./ShapeDatabase_INFOMR-master/Bed/D00650.obj,Bed,D00650,3752,7443,triangles,[1.696887 0.928137 0.703578]
./ShapeDatabase_INFOMR-master/Bed/D00735.obj,Bed,D00735,447,684,triangles,[1.758363 1.422195 0.78874 ]
./ShapeDatabase_INFOMR-master/Bed/D00836.obj,Bed,D00836,1563,3154,triangles,[1.714961 0.877766 0.902455]
./ShapeDatabase_INFOMR-master/Bed/D00839.obj,Bed,D00839,16364,32648,triangles,[1.665043 1.447059 0.642688]
./ShapeDatabase_INFOMR-master/Bed/D00969.obj,Bed,D00969,12375,23918,triangles,[1.705187 1.497695 0.846262]
./ShapeDatabase_INFOMR-master/Bed/D00988.obj,Bed,D00988,344,624,triangles,[1.683397 1.152733 0.726602]
./ShapeDatabase_INFOMR-master/Bed/m945.obj,Bed,m945,8116,15659,triangles,[0.715004 0.788378 0.95    ]
./ShapeDatabase_INFOMR-master/Bed/m946.obj,Bed,m946,449,644,triangles,[0.469149 0.469147 0.95    ]
./ShapeDatabase_INFOMR-master/Bed/m947.obj,Bed,m947,441,584,triangles,[0.696994 0.420454 0.95    ]
./ShapeDatabase_INFOMR-master/Bed/m948.obj,Bed,m948,4597,9038,triangles,[0.95     0.868382 0.936408]
./ShapeDatabase_INFOMR-master/Bed/m949.obj,Bed,m949,706,1388,triangles,[0.931207 0.95     0.464954]
./ShapeDatabase_INFOMR-master/Bed/m950.obj,Bed,m950,437,724,triangles,[0.744384 0.864227 0.95    ]
./ShapeDatabase_INFOMR-master/Bed/m951.obj,Bed,m951,363,572,triangles,[0.772947 0.511752 0.95    ]
./ShapeDatabase_INFOMR-master/Bicycle/D00016.obj,Bicycle,D00016,2769,5049,triangles,[1.874254 1.258803 0.387782]
./ShapeDatabase_INFOMR-master/Bicycle/D00033.obj,Bicycle,D00033,2192,4448,triangles,[1.943924 1.093925 0.591641]
./ShapeDatabase_INFOMR-master/Bicycle/D00040.obj,Bicycle,D00040,25426,50650,triangles,[1.904794 1.20297  0.633241]
./ShapeDatabase_INFOMR-master/Bicycle/D00077.obj,Bicycle,D00077,16416,32265,triangles,[1.891602 1.144849 0.652735]
./ShapeDatabase_INFOMR-master/Bicycle/D00078.obj,Bicycle,D00078,22674,44740,triangles,[1.88681  1.354488 0.72354 ]
./ShapeDatabase_INFOMR-master/Bicycle/D00462.obj,Bicycle,D00462,56754,111471,triangles,[1.914858 1.20516  0.514608]
./ShapeDatabase_INFOMR-master/Bicycle/D00514.obj,Bicycle,D00514,6951,12939,triangles,[1.868111 1.251882 0.396718]
./ShapeDatabase_INFOMR-master/Bicycle/D00536.obj,Bicycle,D00536,29824,60488,triangles,[1.908316 1.231255 0.897011]
./ShapeDatabase_INFOMR-master/Bicycle/D00555.obj,Bicycle,D00555,34292,64544,triangles,[1.926602 1.252655 0.687827]
./ShapeDatabase_INFOMR-master/Bicycle/D00558.obj,Bicycle,D00558,19417,37661,triangles,[1.953064 1.123998 0.520458]
./ShapeDatabase_INFOMR-master/Bicycle/D00567.obj,Bicycle,D00567,436,916,triangles,[1.914898 1.193422 0.555594]
./ShapeDatabase_INFOMR-master/Bicycle/D00621.obj,Bicycle,D00621,2769,5049,triangles,[1.871673 1.270434 0.387544]
./ShapeDatabase_INFOMR-master/Bicycle/D00708.obj,Bicycle,D00708,22495,44110,triangles,[1.93589  1.211861 0.588653]
./ShapeDatabase_INFOMR-master/Bicycle/D00750.obj,Bicycle,D00750,2877,5484,triangles,[1.914939 1.55521  0.606948]
./ShapeDatabase_INFOMR-master/Bicycle/D00838.obj,Bicycle,D00838,23397,45925,triangles,[1.914918 1.198292 0.58231 ]
./ShapeDatabase_INFOMR-master/Bicycle/D00847.obj,Bicycle,D00847,22672,44707,triangles,[1.906322 1.321302 0.723223]
./ShapeDatabase_INFOMR-master/Bicycle/D00904.obj,Bicycle,D00904,5354,10548,triangles,[1.912909 1.236722 0.387386]
./ShapeDatabase_INFOMR-master/Bicycle/D00930.obj,Bicycle,D00930,29021,57224,triangles,[1.732735 1.372701 0.679758]
./ShapeDatabase_INFOMR-master/Bicycle/D00931.obj,Bicycle,D00931,32603,64230,triangles,[1.770402 1.084968 0.568906]
./ShapeDatabase_INFOMR-master/Bicycle/D00974.obj,Bicycle,D00974,6045,12065,triangles,[1.893956 1.134776 0.41957 ]
./ShapeDatabase_INFOMR-master/Bicycle/m1472.obj,Bicycle,m1472,524,846,triangles,[0.381458 0.541816 0.95    ]
./ShapeDatabase_INFOMR-master/Bicycle/m1473.obj,Bicycle,m1473,2192,4448,triangles,[0.95     0.532643 0.289071]
./ShapeDatabase_INFOMR-master/Bicycle/m1475.obj,Bicycle,m1475,6049,12065,triangles,[0.95     0.488449 0.207333]
./ShapeDatabase_INFOMR-master/Bicycle/m1476.obj,Bicycle,m1476,436,916,triangles,[0.274675 0.549723 0.95    ]
./ShapeDatabase_INFOMR-master/Bicycle/m1477.obj,Bicycle,m1477,22682,44727,triangles,[0.95     0.591046 0.351031]
./ShapeDatabase_INFOMR-master/Bicycle/m1478.obj,Bicycle,m1478,2769,5049,triangles,[0.95     0.586666 0.198576]
./ShapeDatabase_INFOMR-master/Biplane/D00069.obj,Biplane,D00069,3242,6326,triangles,[1.968557 1.000288 0.398585]
./ShapeDatabase_INFOMR-master/Biplane/D00132.obj,Biplane,D00132,287,348,triangles,[1.896194 1.269392 0.38481 ]
./ShapeDatabase_INFOMR-master/Biplane/D00178.obj,Biplane,D00178,4566,8057,triangles,[1.067676 1.061647 0.302748]
./ShapeDatabase_INFOMR-master/Biplane/D00199.obj,Biplane,D00199,2584,3764,triangles,[1.932136 1.46482  0.573418]
./ShapeDatabase_INFOMR-master/Biplane/D00246.obj,Biplane,D00246,5022,9353,triangles,[1.983473 1.028037 0.332352]
./ShapeDatabase_INFOMR-master/Biplane/D00276.obj,Biplane,D00276,512,916,triangles,[1.779216 1.631255 0.946421]
./ShapeDatabase_INFOMR-master/Biplane/D00277.obj,Biplane,D00277,22419,41567,triangles,[1.362668 1.868561 0.547377]
./ShapeDatabase_INFOMR-master/Biplane/D00320.obj,Biplane,D00320,9723,17476,triangles,[1.974712 1.179359 0.455504]
./ShapeDatabase_INFOMR-master/Biplane/D00373.obj,Biplane,D00373,5941,12536,triangles,[1.530488 1.898203 0.622796]
./ShapeDatabase_INFOMR-master/Biplane/D00410.obj,Biplane,D00410,2167,4254,triangles,[1.922227 1.17958  0.404957]
./ShapeDatabase_INFOMR-master/Biplane/D00490.obj,Biplane,D00490,23374,46318,triangles,[1.829219 1.265565 0.481819]
./ShapeDatabase_INFOMR-master/Biplane/D00515.obj,Biplane,D00515,5379,10522,triangles,[1.578012 1.753328 0.569593]
./ShapeDatabase_INFOMR-master/Biplane/D00601.obj,Biplane,D00601,17850,36024,triangles,[1.628342 1.278658 0.797858]
./ShapeDatabase_INFOMR-master/Biplane/D00616.obj,Biplane,D00616,17875,37102,triangles,[1.98296  0.935807 0.378657]
./ShapeDatabase_INFOMR-master/Biplane/D00632.obj,Biplane,D00632,624,1024,triangles,[1.474065 1.872451 0.554244]
./ShapeDatabase_INFOMR-master/Biplane/D00634.obj,Biplane,D00634,40788,77264,triangles,[1.934928 1.534806 0.595608]
./ShapeDatabase_INFOMR-master/Biplane/D00666.obj,Biplane,D00666,469,794,triangles,[1.917884 1.909071 0.445451]
./ShapeDatabase_INFOMR-master/Biplane/D00854.obj,Biplane,D00854,18832,37292,triangles,[1.421385 1.933307 0.545859]
./ShapeDatabase_INFOMR-master/Biplane/D00890.obj,Biplane,D00890,24430,47490,triangles,[1.771344 1.603146 0.580448]
./ShapeDatabase_INFOMR-master/Biplane/D00900.obj,Biplane,D00900,26728,49863,triangles,[1.984465 1.38     0.455251]
./ShapeDatabase_INFOMR-master/Biplane/m1118.obj,Biplane,m1118,10676,20408,triangles,[0.95     0.206623 0.501884]
./ShapeDatabase_INFOMR-master/Biplane/m1119.obj,Biplane,m1119,863,1550,triangles,[0.95     0.354325 0.790271]
./ShapeDatabase_INFOMR-master/Biplane/m1120.obj,Biplane,m1120,65722,129881,triangles,[0.95     0.345037 0.864139]
./ShapeDatabase_INFOMR-master/Biplane/m1121.obj,Biplane,m1121,1062,1913,triangles,[0.767248 0.95     0.303749]
./ShapeDatabase_INFOMR-master/Biplane/m1122.obj,Biplane,m1122,6704,11577,triangles,[0.91072  0.95     0.279519]
./ShapeDatabase_INFOMR-master/Biplane/m1123.obj,Biplane,m1123,1015,1756,triangles,[0.672675 0.95     0.293427]
./ShapeDatabase_INFOMR-master/Biplane/m1124.obj,Biplane,m1124,390,572,triangles,[0.608082 0.95     0.215746]
./ShapeDatabase_INFOMR-master/Biplane/m1125.obj,Biplane,m1125,434,656,triangles,[0.774082 0.95     0.249375]
./ShapeDatabase_INFOMR-master/Biplane/m1126.obj,Biplane,m1126,770,1316,triangles,[0.763134 0.95     0.211106]
./ShapeDatabase_INFOMR-master/Biplane/m1127.obj,Biplane,m1127,354,520,triangles,[0.786053 0.95     0.194704]
./ShapeDatabase_INFOMR-master/Biplane/m1128.obj,Biplane,m1128,718,1232,triangles,[0.95     0.942087 0.216951]
./ShapeDatabase_INFOMR-master/Biplane/m1129.obj,Biplane,m1129,3351,6272,triangles,[0.95     0.321551 0.674508]
./ShapeDatabase_INFOMR-master/Biplane/m1131.obj,Biplane,m1131,482,768,triangles,[0.680618 0.95     0.171732]
./ShapeDatabase_INFOMR-master/Biplane/m1132.obj,Biplane,m1132,882,1428,triangles,[0.6977   0.95     0.184765]
./ShapeDatabase_INFOMR-master/Biplane/m1133.obj,Biplane,m1133,624,1024,triangles,[0.744747 0.95     0.286217]
./ShapeDatabase_INFOMR-master/Biplane/m1134.obj,Biplane,m1134,338,512,triangles,[0.517388 0.95     0.1482  ]
./ShapeDatabase_INFOMR-master/Biplane/m1135.obj,Biplane,m1135,264,360,triangles,[0.520907 0.95     0.156047]
./ShapeDatabase_INFOMR-master/Biplane/m1136.obj,Biplane,m1136,904,1628,triangles,[0.534108 0.95     0.208333]
./ShapeDatabase_INFOMR-master/Biplane/m1137.obj,Biplane,m1137,408,524,triangles,[0.436983 0.95     0.174618]
./ShapeDatabase_INFOMR-master/Biplane/m1138.obj,Biplane,m1138,2050,3586,triangles,[0.922505 0.882034 0.352887]
./ShapeDatabase_INFOMR-master/Biplane/m1139.obj,Biplane,m1139,2920,4234,triangles,[0.622434 0.95     0.249384]
./ShapeDatabase_INFOMR-master/Biplane/m1141.obj,Biplane,m1141,11819,23138,triangles,[0.95     0.285844 0.59503 ]
./ShapeDatabase_INFOMR-master/Biplane/m1143.obj,Biplane,m1143,3336,6570,triangles,[0.479495 0.95     0.184713]
./ShapeDatabase_INFOMR-master/Biplane/m1144.obj,Biplane,m1144,3627,6736,triangles,[0.95     0.691901 0.266304]
./ShapeDatabase_INFOMR-master/Biplane/m1146.obj,Biplane,m1146,1700,3016,triangles,[0.86336 0.29716 0.95   ]
./ShapeDatabase_INFOMR-master/Bird/D00089.obj,Bird,D00089,233,462,triangles,[1.949129 1.070481 0.469589]
./ShapeDatabase_INFOMR-master/Bird/D00113.obj,Bird,D00113,15871,31702,triangles,[1.719457 1.522959 1.160574]
./ShapeDatabase_INFOMR-master/Bird/D00164.obj,Bird,D00164,8188,16135,triangles,[1.881908 1.096875 0.506604]
./ShapeDatabase_INFOMR-master/Bird/D00234.obj,Bird,D00234,1247,2468,triangles,[1.87574  1.592569 0.443792]
./ShapeDatabase_INFOMR-master/Bird/D00271.obj,Bird,D00271,12813,24753,triangles,[1.909856 1.310257 0.401992]
./ShapeDatabase_INFOMR-master/Bird/D00284.obj,Bird,D00284,13253,26516,triangles,[1.899975 1.031472 0.469078]
./ShapeDatabase_INFOMR-master/Bird/D00323.obj,Bird,D00323,260,364,triangles,[1.976372 0.531651 0.092675]
./ShapeDatabase_INFOMR-master/Bird/D00386.obj,Bird,D00386,1751,3498,triangles,[1.868513 0.640019 0.206634]
./ShapeDatabase_INFOMR-master/Bird/D00438.obj,Bird,D00438,1824,3709,triangles,[1.973215 0.916981 0.259859]
./ShapeDatabase_INFOMR-master/Bird/D00442.obj,Bird,D00442,8996,17119,triangles,[1.785707 1.121878 0.900477]
./ShapeDatabase_INFOMR-master/Bird/D00546.obj,Bird,D00546,1162,2012,triangles,[1.951502 0.696559 0.399492]
./ShapeDatabase_INFOMR-master/Bird/D00599.obj,Bird,D00599,1792,3626,triangles,[1.957251 0.742248 0.210604]
./ShapeDatabase_INFOMR-master/Bird/D00625.obj,Bird,D00625,1091,1398,triangles,[1.907742 1.440811 0.991973]
./ShapeDatabase_INFOMR-master/Bird/D00689.obj,Bird,D00689,2683,5388,triangles,[1.946081 0.621576 0.539818]
./ShapeDatabase_INFOMR-master/Bird/D00736.obj,Bird,D00736,3947,7898,triangles,[1.977909 0.953164 0.28282 ]
./ShapeDatabase_INFOMR-master/Bird/D00762.obj,Bird,D00762,950,1896,triangles,[1.794894 1.582545 0.651862]
./ShapeDatabase_INFOMR-master/Bird/D00862.obj,Bird,D00862,757,1507,triangles,[1.971732 0.945566 0.505852]
./ShapeDatabase_INFOMR-master/Bird/D00922.obj,Bird,D00922,903,1794,triangles,[1.755917 1.316661 0.895231]
./ShapeDatabase_INFOMR-master/Bird/D00961.obj,Bird,D00961,1344,2734,triangles,[1.983131 1.128959 0.253358]
./ShapeDatabase_INFOMR-master/Bird/D00999.obj,Bird,D00999,373,744,triangles,[1.996127 0.696829 0.271355]
./ShapeDatabase_INFOMR-master/Bird/m28.obj,Bird,m28,6076,11660,triangles,[0.443681 0.553224 0.95    ]
./ShapeDatabase_INFOMR-master/Bird/m29.obj,Bird,m29,2972,5878,triangles,[0.321738 0.889682 0.95    ]
./ShapeDatabase_INFOMR-master/Bird/m30.obj,Bird,m30,390,800,triangles,[0.33445  0.499749 0.95    ]
./ShapeDatabase_INFOMR-master/Bird/m31.obj,Bird,m31,1802,3548,triangles,[0.475847 0.95     0.489588]
./ShapeDatabase_INFOMR-master/Bird/m32.obj,Bird,m32,1129,2246,triangles,[0.357772 0.633333 0.95    ]
./ShapeDatabase_INFOMR-master/Bird/m33.obj,Bird,m33,3144,6164,triangles,[0.516498 0.667456 0.95    ]
./ShapeDatabase_INFOMR-master/Bird/m34.obj,Bird,m34,233,462,triangles,[0.95     0.232154 0.519293]
./ShapeDatabase_INFOMR-master/Bird/m35.obj,Bird,m35,699,1394,triangles,[0.767373 0.61108  0.95    ]
./ShapeDatabase_INFOMR-master/Bird/m36.obj,Bird,m36,1289,2503,triangles,[0.919541 0.783922 0.95    ]
./ShapeDatabase_INFOMR-master/Bird/m37.obj,Bird,m37,567,1130,triangles,[0.95     0.412258 0.721203]
./ShapeDatabase_INFOMR-master/Bird/m38.obj,Bird,m38,464,928,triangles,[0.95     0.235681 0.267609]
./ShapeDatabase_INFOMR-master/Bird/m39.obj,Bird,m39,649,1156,triangles,[0.858574 0.95     0.234557]
./ShapeDatabase_INFOMR-master/Bird/m40.obj,Bird,m40,2684,5390,triangles,[0.95     0.259845 0.322879]
./ShapeDatabase_INFOMR-master/Bird/m41.obj,Bird,m41,1824,3709,triangles,[0.95     0.122249 0.442716]
./ShapeDatabase_INFOMR-master/Bird/m42.obj,Bird,m42,116,265,triangles,[0.95     0.185109 0.472043]
./ShapeDatabase_INFOMR-master/Bird/m43.obj,Bird,m43,41,54,triangles,[0.902106 0.581166 0.95    ]
./ShapeDatabase_INFOMR-master/Bird/m44.obj,Bird,m44,401,798,triangles,[0.95     0.433833 0.2413  ]
./ShapeDatabase_INFOMR-master/Bird/m45.obj,Bird,m45,16542,33072,triangles,[0.95     0.265348 0.461435]
./ShapeDatabase_INFOMR-master/Bird/m47.obj,Bird,m47,101,165,triangles,[0.670803 0.123154 0.95    ]
./ShapeDatabase_INFOMR-master/Bird/m48.obj,Bird,m48,427,824,triangles,[0.463025 0.431093 0.95    ]
./ShapeDatabase_INFOMR-master/Bird/m49.obj,Bird,m49,2329,4364,triangles,[0.95     0.775992 0.666101]
./ShapeDatabase_INFOMR-master/Bird/m50.obj,Bird,m50,93,182,triangles,[0.381048 0.539283 0.95    ]
./ShapeDatabase_INFOMR-master/Bird/m51.obj,Bird,m51,309,598,triangles,[0.95     0.454684 0.526688]
./ShapeDatabase_INFOMR-master/Bird/m52.obj,Bird,m52,294,560,triangles,[0.95     0.595667 0.884953]
